id,attack_id,magic_id,haunt_id,sp_skill_id,advantage_element,weak_element,attack_frequency,magic_frequency,haunt_frequency,defense_frequency,haunt_resist,category,tone_type,frame_type,move_type,sabotage_frequency,favorite_food_kind,unfavorite_food_kind
738000,27,3,738000,738000,1,0,65,10,20,5,95,1,11,4011,1,3,15,22
739000,45,24,739000,739000,0,0,65,10,20,5,95,1,11,4001,1,3,24,6
740000,6,9,740000,740000,11,0,65,10,20,5,95,1,2,4011,1,3,27,4
740100,0,0,740100,740100,11,0,65,10,20,5,95,1,2,4011,1,3,27,4
741000,2,9,741000,741000,3,4,5,50,20,25,95,1,2,1000,1,3,13,17
742000,45,10,742000,742000,4,6,50,5,20,25,95,1,2,1000,1,3,16,14
743000,10,21,743000,743000,1,2,5,70,20,5,95,1,3,1000,2,3,27,4
744000,24,17,744000,744000,6,5,10,50,20,20,95,1,14,1000,2,3,27,20
745000,46,21,745000,745000,1,2,10,65,25,0,95,1,5,1000,1,3,12,19
746000,46,21,746000,746000,1,2,10,65,25,0,95,1,23,1000,1,3,2,16
747000,46,15,747000,747000,5,1,10,65,20,5,55,1,16,1000,2,3,16,20
748000,15,3,748000,748000,1,2,65,10,20,5,95,1,11,1000,1,3,27,2
749000,2,9,749000,749000,3,4,10,65,20,5,90,1,7,1000,1,3,11,10
750000,2,9,750000,750000,3,4,10,65,20,5,95,1,7,4006,1,3,11,10
761000,29,15,761000,761000,5,1,10,65,20,5,55,1,9,1000,2,3,27,21
762000,45,8,762000,762000,3,4,65,5,25,5,80,1,2,3000,1,3,27,23
763000,10,24,763000,763000,0,0,5,65,10,20,90,1,3,1000,2,3,27,8
764000,3,19,764000,764000,4,6,3,3,3,91,80,1,9,1000,1,3,4,5
765000,26,20,765000,765000,5,1,50,5,20,25,70,1,1,1000,1,2,16,15
766000,17,20,766000,766000,5,1,10,10,55,25,70,1,8,1000,1,2,22,10
767000,10,24,767000,767000,1,2,10,60,20,10,70,1,3,1000,1,2,14,11
771000,45,3,771000,771000,12,0,45,35,15,5,90,1,2,4011,1,3,8,4
772000,15,9,772000,772000,13,0,10,65,20,5,90,1,2,4011,1,3,24,4
773000,3,21,773000,773000,14,0,65,10,20,5,90,1,2,4011,1,3,27,4
774000,10,23,774000,774000,4,6,10,55,30,5,70,1,3,2000,1,2,16,14
775000,3,6,775000,775000,2,3,20,10,15,55,80,1,9,2000,1,3,11,19
776000,3,3,776000,776000,1,2,40,40,15,5,80,1,9,2000,1,3,12,19
777000,13,21,777000,777000,6,5,10,55,30,5,80,1,1,2000,1,3,27,21
778000,27,6,778000,778000,2,3,10,45,20,25,55,1,14,1000,1,3,12,11
779000,11,24,779000,779000,6,5,10,55,30,5,90,1,3,1000,1,3,10,27
780000,6,9,780000,780000,3,4,40,40,15,5,90,1,1,1000,2,3,21,13
781000,16,2,781000,781000,1,2,10,65,20,5,70,1,2,2000,2,2,27,5
782000,15,12,782000,782000,4,6,55,10,10,25,90,1,3,2000,1,3,14,11
783000,15,15,783000,783000,5,1,55,10,10,25,90,1,12,2000,1,3,16,19
801000,47,9,801000,801000,3,4,10,55,30,5,85,1,36,5000,1,2,8,11
802000,60,5,802000,802000,2,3,60,15,20,5,60,1,2,5000,1,2,12,15
803000,45,1,803000,803000,1,2,60,15,20,5,85,1,2,5000,1,2,11,10
804000,41,24,804000,804000,5,1,10,65,20,5,85,1,5,5000,1,2,4,9
805000,41,24,805000,805000,6,5,40,45,10,5,90,1,10,5000,1,3,10,21
806000,26,3,806000,806000,1,2,10,60,15,15,90,1,7,5000,2,3,11,10
807000,3,7,807000,807000,3,4,45,35,15,5,90,1,16,5000,2,3,13,1
808000,11,10,808000,808000,4,6,45,10,20,25,55,1,6,5000,1,3,1,19
900000,41,1,900000,900000,1,2,40,40,10,10,80,1,5,1000,1,1,18,10
9910100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9911100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9912100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9914100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9917100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9977100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000070,46,2,5000070,5000070,1,2,65,10,20,5,60,1,5,1000,1,2,18,10
5000050,19,5,5000050,5000050,2,3,10,65,20,5,75,1,5,1000,1,2,18,15
5000500,1,2,5000500,5000500,1,2,10,65,20,5,85,1,23,1000,1,3,19,5
5000080,1,2,5000080,5000080,1,2,10,65,20,5,60,1,23,1000,1,2,19,5
5000090,1,8,5000090,5000090,3,4,10,65,20,5,60,1,23,1000,1,2,4,5
5000290,10,22,5000290,5000290,1,2,10,65,20,5,60,1,3,1000,1,2,24,6
5000010,11,6,5000010,5000010,2,3,5,65,20,10,90,1,3,1000,1,3,19,9
5000100,59,15,5000100,5000100,5,1,10,65,20,5,90,1,3,3000,1,3,3,12
5000130,46,2,5000130,5000130,1,2,55,10,10,25,60,1,5,1000,1,2,18,10
5000140,1,2,5000140,5000140,1,2,10,65,20,5,60,1,23,1000,1,2,19,5
5000150,11,18,5000150,5000150,6,5,5,65,25,5,85,1,3,2000,2,3,3,1
5000230,30,10,5000230,5000230,4,6,65,10,20,5,60,1,5,1000,1,3,18,10
5000240,1,11,5000240,5000240,4,6,10,65,20,5,60,1,23,1000,1,3,19,5
5000340,45,14,5000340,5000340,5,1,75,10,10,5,85,1,2,1000,1,3,9,15
5000360,1,13,5000360,5000360,5,1,65,10,20,5,50,1,1,1000,1,2,9,15
5000630,11,18,5000630,5000630,6,5,5,65,25,5,85,1,3,2000,2,3,19,1
5000300,60,17,5000300,5000300,6,5,60,10,25,5,70,1,24,3000,1,2,20,15
5000210,26,5,5000210,5000210,2,3,10,65,20,5,70,1,1,3000,2,2,5,13
5000970,23,8,5000970,5000970,0,0,10,20,20,50,50,1,18,1000,1,2,13,3
5000980,23,8,5000980,5000980,0,0,10,20,20,50,50,1,18,1000,1,2,13,3
5000990,23,8,5000990,5000990,0,0,10,20,20,50,50,1,18,1000,1,3,13,3
5001000,23,8,5001000,5001000,0,0,10,20,20,50,50,1,18,1000,1,3,13,3
5000380,46,3,5000380,5000380,1,2,65,10,20,5,90,1,5,1000,1,3,18,10
5000390,1,2,5000390,5000390,1,2,10,65,20,5,60,1,23,1000,1,2,19,5
5000400,1,8,5000400,5000400,3,4,10,65,20,5,60,1,23,1000,1,2,4,5
5000330,11,14,5000330,5000330,5,1,10,65,20,5,60,1,24,3000,1,2,20,15
5000320,16,23,5000320,5000320,2,3,10,65,20,5,60,1,1,1000,2,2,6,1
5000410,47,24,5000410,5000410,2,3,10,65,20,5,85,1,7,1000,1,3,6,1
5000420,18,9,5000420,5000420,3,4,65,20,10,5,65,1,2,1000,2,3,12,5
5000640,45,14,5000640,5000640,5,1,45,10,10,35,70,1,20,1000,1,3,17,10
5000540,1,8,5000540,5000540,3,4,10,35,50,5,75,1,11,1000,2,3,6,10
5000460,11,21,5000460,5000460,3,4,10,35,50,5,85,1,3,1000,2,3,17,4
5000190,44,6,5000190,5000190,2,3,10,65,20,5,85,1,2,1000,1,3,8,6
5000220,11,24,5000220,5000220,6,5,10,55,30,5,90,1,3,1000,1,3,10,27
5000530,41,17,5000530,5000530,6,5,65,10,20,5,85,1,13,1000,1,3,12,15
5000020,11,18,5000020,5000020,6,5,55,30,10,5,90,1,3,1000,1,3,21,14
5000180,41,17,5000180,5000180,6,5,65,10,20,5,75,1,5,1000,1,3,18,10
5000440,46,5,5000440,5000440,2,3,10,65,20,5,70,1,64,3000,1,2,12,24
5000200,17,20,5000200,5000200,3,4,65,10,20,5,85,1,2,1000,2,3,10,3
5000370,47,24,5000370,5000370,3,4,10,65,15,10,75,1,21,1000,1,2,7,2
5000160,1,2,5000160,5000160,1,2,10,65,20,5,60,1,23,1000,1,3,19,5
5000170,1,8,5000170,5000170,3,4,10,65,20,5,60,1,23,1000,1,3,4,5
5000430,10,15,5000430,5000430,5,1,10,35,50,5,75,1,3,1000,2,3,3,10
5000060,46,3,5000060,5000060,1,2,10,65,20,5,90,1,5,1000,1,3,18,10
5000310,66,20,5000310,5000310,3,4,65,10,20,5,60,1,22,1000,1,3,19,12
5000350,43,20,5000350,5000350,3,4,65,10,20,5,60,1,22,3000,2,3,19,12
5000520,10,17,5000520,5000520,6,5,40,10,45,5,60,1,6,1000,2,2,11,7
5000760,29,3,5000760,5000760,1,2,15,65,15,5,90,1,12,1000,2,3,15,10
5000770,18,9,5000770,5000770,3,4,65,10,20,5,65,1,13,1000,2,3,12,5
5000040,11,15,5000040,5000040,5,1,5,65,20,10,90,1,3,1000,2,3,3,9
5001310,41,2,5001310,5001310,1,2,40,40,15,5,85,1,5,1000,1,3,18,10
5001320,41,14,5001320,5001320,5,1,60,5,25,10,85,1,5,1000,1,3,18,10
5000470,41,2,5000470,5000470,1,2,65,10,20,5,90,1,5,1000,1,3,18,10
5000480,2,3,5000480,5000480,1,2,10,65,20,5,90,1,23,1000,1,3,19,5
5000820,1,8,5000820,5000820,3,4,10,65,20,5,60,1,23,1000,1,3,4,5
5000740,41,2,5000740,5000740,6,5,65,10,20,5,90,1,13,1000,1,3,12,15
5000730,11,15,5000730,5000730,5,1,5,65,20,10,90,1,3,1000,2,3,3,9
5000750,29,15,5000750,5000750,5,1,10,65,20,5,90,1,6,1000,2,3,15,10
5000720,10,15,5000720,5000720,5,1,5,65,20,10,85,1,3,1000,1,3,3,9
5000700,60,13,5000700,5000700,5,1,65,10,20,5,70,1,24,3000,1,2,20,15
5000670,25,10,5000670,5000670,4,6,10,20,65,5,60,1,8,3000,2,2,21,9
5000690,13,14,5000690,5000690,5,1,5,65,25,5,60,1,1,1000,1,1,12,7
5000680,10,22,5000680,5000680,1,2,10,55,30,5,50,1,3,3000,1,1,14,17
5000710,59,15,5000710,5000710,5,1,10,65,20,5,90,1,3,3000,1,3,14,12
5000620,18,11,5000620,5000620,4,6,60,5,25,10,75,1,2,3000,1,3,22,4
5000280,10,2,5000280,5000280,1,2,10,35,50,5,75,1,1,3000,1,3,4,9
5001330,1,16,5001330,5001330,6,2,65,10,20,5,75,1,5,1000,1,3,18,10
5001340,43,2,5001340,5001340,1,0,65,10,20,5,85,1,11,6000,1,3,11,12
5001350,46,24,5001350,5001350,0,0,10,30,55,5,90,1,11,1000,1,3,8,24
5001360,2,3,5001360,5001360,1,0,45,35,15,5,90,1,2,6000,1,3,3,12
5000890,41,2,5000890,5000890,1,2,65,10,20,5,90,1,5,1000,1,3,18,10
5000900,2,3,5000900,5000900,1,2,10,65,20,5,90,1,23,1000,1,3,19,5
5000910,2,8,5000910,5000910,3,4,10,65,20,5,90,1,23,1000,1,3,4,5
5000920,2,17,5000920,5000920,6,5,65,10,20,5,90,1,13,1000,1,3,12,15
5000930,11,15,5000930,5000930,5,1,5,65,20,10,90,1,3,1000,2,3,3,9
5000940,11,18,5000940,5000940,6,5,5,65,25,5,85,1,3,1000,2,3,14,1
5000950,59,15,5000950,5000950,5,1,10,65,20,5,90,1,3,3000,1,3,14,12
5000570,47,14,5000570,5000570,5,1,65,10,15,10,75,1,10,1000,1,2,14,9
5000580,10,16,5000580,5000580,6,5,10,65,20,5,50,1,6,1000,2,2,23,13
5000960,60,13,5000960,5000960,5,1,65,10,20,5,85,1,24,3000,1,3,20,15
5000650,46,23,5000650,5000650,1,2,10,65,20,5,85,1,3,1000,1,3,14,11
5000490,41,1,5000490,5000490,1,2,65,10,20,5,75,1,5,1000,1,3,18,10
5000510,1,8,5000510,5000510,3,4,10,65,20,5,60,1,23,1000,1,3,4,5
5000550,25,13,5000550,5000550,5,1,20,10,25,45,50,1,8,1000,1,1,13,14
5000450,11,24,5000450,5000450,5,1,10,55,30,5,90,1,3,1000,1,3,10,27
5000660,26,17,5000660,5000660,6,0,65,10,20,5,90,1,13,1000,1,3,12,15
5000560,2,14,5000560,5000560,5,1,40,5,5,50,85,1,14,1000,1,3,13,14
5001370,18,9,5001370,5001370,3,4,50,35,10,5,65,1,13,1000,2,3,12,5
5001380,11,15,5001380,5001380,5,1,5,65,20,10,90,1,3,1000,2,3,3,9
5001390,11,24,5001390,5001390,1,2,55,30,10,5,90,1,3,1000,1,3,16,17
5001420,25,20,5001420,5001420,3,4,10,45,40,5,65,1,22,1000,2,3,19,12
5001430,41,18,5001430,5001430,6,5,30,10,55,5,85,1,2,1000,1,3,12,14
5001440,15,22,5001440,5001440,1,2,60,25,10,5,80,1,24,3000,1,3,20,15
5001450,11,21,5001450,5001450,3,4,10,35,50,5,85,1,3,1000,2,3,17,4
5001460,41,24,5001460,5001460,5,1,5,70,20,5,90,1,3,1000,1,3,18,10
5000250,41,1,5000250,5000250,1,2,65,10,20,5,80,1,5,1000,1,3,18,10
5000260,1,2,5000260,5000260,1,2,10,65,20,5,80,1,23,1000,1,3,19,5
5001680,47,21,5001680,5001680,0,0,10,65,20,5,90,1,13,4006,1,3,9,3
5001840,11,15,5001840,5001840,5,1,5,65,20,10,90,1,3,1000,2,3,3,9
5001790,16,23,5001790,5001790,2,3,10,65,20,5,80,1,1,1000,2,3,6,1
5001780,10,5,5001780,5001780,2,3,5,65,25,5,80,1,3,1000,1,3,5,15
5001800,8,2,5001800,5001800,1,2,10,65,20,5,80,1,12,1000,1,3,14,16
5001670,29,3,5001670,5001670,1,2,15,65,15,5,90,1,12,1000,2,3,15,10
5001740,11,15,5001740,5001740,5,1,5,65,20,10,90,1,3,1000,2,3,3,9
5001760,10,15,5001760,5001760,5,1,10,35,50,5,85,1,3,1000,2,3,3,10
5000840,41,2,5000840,5000840,1,2,65,10,20,5,90,1,5,1000,1,3,18,10
5000850,2,3,5000850,5000850,1,2,10,65,20,5,90,1,23,1000,1,3,19,5
5000860,3,9,5000860,5000860,3,4,10,65,20,5,90,1,23,1000,1,3,4,5
5001770,44,22,5001770,5001770,1,2,65,20,10,5,80,1,19,1000,1,3,1,2
5001050,41,14,5001050,5001050,5,1,65,10,20,5,80,1,5,1000,1,3,18,10
5001690,60,5,5001690,5001690,2,3,60,15,20,5,70,1,2,5000,1,3,12,15
5001160,41,2,5001160,5001160,1,2,55,10,30,5,80,1,5,1000,1,3,18,10
5001230,41,23,5001230,5001230,6,5,20,50,25,5,80,1,5,1000,1,3,18,10
5001150,41,2,5001150,5001150,1,2,50,5,10,35,80,1,5,1000,1,3,18,10
5002060,41,11,5002060,5002060,4,6,55,10,30,5,80,1,5,1000,1,3,18,10
5001520,41,2,5001520,5001520,1,2,40,5,50,5,80,1,5,1000,1,3,18,10
5001300,41,5,5001300,5001300,2,3,10,30,55,5,80,1,5,1000,1,3,18,10
5001040,3,9,5001040,5001040,3,4,10,65,20,5,90,1,23,1000,1,3,4,5
