id,skill_id,level,name,description,description_gacha
387,130,2,同族 ブキミー,バトルメンバーで　自分以外の４体が\nブキミーのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nブキミーのとき\n全ステータスが\n増加する
388,130,3,同族 ブキミー,バトルメンバーで　自分以外の４体が\nブキミーのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nブキミーのとき\n全ステータスが\n増加する
389,131,1,同族 ニョロロン,バトルメンバーで　自分以外の４体が\nニョロロンのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nニョロロンのとき\n全ステータスが\n増加する
390,131,2,同族 ニョロロン,バトルメンバーで　自分以外の４体が\nニョロロンのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nニョロロンのとき\n全ステータスが\n増加する
391,131,3,同族 ニョロロン,バトルメンバーで　自分以外の４体が\nニョロロンのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nニョロロンのとき\n全ステータスが\n増加する
392,132,1,同族 かいま,バトルメンバーで　自分以外の４体が\n怪魔のとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\n怪魔のとき\n全ステータスが\n増加する
393,132,2,同族 かいま,バトルメンバーで　自分以外の４体が\n怪魔のとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\n怪魔のとき\n全ステータスが\n増加する
394,132,3,同族 かいま,バトルメンバーで　自分以外の４体が\n怪魔のとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\n怪魔のとき\n全ステータスが\n増加する
395,133,1,同族 ハグレ,バトルメンバーで　自分以外の４体が\nハグレのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nハグレのとき\n全ステータスが\n増加する
396,133,2,同族 ハグレ,バトルメンバーで　自分以外の４体が\nハグレのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nハグレのとき\n全ステータスが\n増加する
397,133,3,同族 ハグレ,バトルメンバーで　自分以外の４体が\nハグレのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nハグレのとき\n全ステータスが\n増加する
398,134,1,同族 エンマ,バトルメンバーで　自分以外の４体が\nエンマのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nエンマのとき\n全ステータスが\n増加する
399,134,2,同族 エンマ,バトルメンバーで　自分以外の４体が\nエンマのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nエンマのとき\n全ステータスが\n増加する
400,134,3,同族 エンマ,バトルメンバーで　自分以外の４体が\nエンマのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nエンマのとき\n全ステータスが\n増加する
401,135,1,血族 古典,バトルメンバーで　自分を含めて５体が\n古典のとき全ステータス{0}％増加,バトルメンバーで\n自分含めて５体が\n古典のとき\n全ステータスが\n増加する
402,135,2,血族 古典,バトルメンバーで　自分を含めて５体が\n古典のとき全ステータス{0}％増加,バトルメンバーで\n自分含めて５体が\n古典のとき\n全ステータスが\n増加する
403,135,3,血族 古典,バトルメンバーで　自分を含めて５体が\n古典のとき全ステータス{0}％増加,バトルメンバーで\n自分含めて５体が\n古典のとき\n全ステータスが\n増加する
404,136,1,血族 レジェンド,バトルメンバーで　自分を含めて５体が\nレジェンドのとき全ステータス{0}％増加,バトルメンバーで\n自分含めて５体が\nレジェンドのとき\n全ステータスが\n増加する
405,136,2,血族 レジェンド,バトルメンバーで　自分を含めて５体が\nレジェンドのとき全ステータス{0}％増加,バトルメンバーで\n自分含めて５体が\nレジェンドのとき\n全ステータスが\n増加する
406,136,3,血族 レジェンド,バトルメンバーで　自分を含めて５体が\nレジェンドのとき全ステータス{0}％増加,バトルメンバーで\n自分含めて５体が\nレジェンドのとき\n全ステータスが\n増加する
407,137,1,排他 ポカポカ,自分含めて　ポカポカが３体未満のとき\n全ステータスが{0}％増加する,自分を含めて\nポカポカが\n３体未満のとき\n全ステータスが\n増加する
408,137,2,排他 ポカポカ,自分含めて　ポカポカが３体未満のとき\n全ステータスが{0}％増加する,自分を含めて\nポカポカが\n３体未満のとき\n全ステータスが\n増加する
409,137,3,排他 ポカポカ,自分含めて　ポカポカが３体未満のとき\n全ステータスが{0}％増加する,自分を含めて\nポカポカが\n３体未満のとき\n全ステータスが\n増加する
410,138,1,ワイがトラゴンや！,バトルメンバーの種族が　３種類以上のとき\n「ちから」を{0}％増加する,バトルメンバーの\n種族が一定数\n以上で\n「ちから」が\n増加する
411,139,1,魔龍族の誇り,バトルメンバーのゴーケツ族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nゴーケツ族は\n全員「ちから」が\n増加する
412,140,1,炎隼の猛襲,バトルメンバーの種族が　３種類以上のとき\n「ちから」を{0}％増加する,バトルメンバーの\n種族が一定数\n以上で\n「ちから」が\n増加する
413,141,1,ﾙｰﾝ･ｵﾌﾞ･ﾌｪｲﾄ,バトルメンバーのイサマシ族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nイサマシ族は\n全員「ちから」が\n増加する
414,142,1,神皇の血族/1,バトルメンバーのフシギ族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nフシギ族は\n全員「ちから」が\n増加する
415,143,1,神皇の血族/2,バトルメンバーの種族が　３種類以上のとき\n「ちから」を{0}％増加する,バトルメンバーの\n種族が一定数\n以上で\n「ちから」が\n増加する
416,144,1,ドラゴンブラッド,バトルメンバーのゴーケツ族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nゴーケツ族は\n全員「ちから」が\n増加する
417,145,1,昇龍の舞,バトルメンバーに　イサマシ　ゴーケツ\nブキミー　がそろっていれば\n「ちから」が{0}％増加する,バトルメンバーに\n指定の種族が\nそろっていれば\n「ちから」が\n増加する
418,146,1,ナイルの恵み,バトルメンバーの種族が　３種類以上のとき\n「ちから」を{0}％増加する,バトルメンバーの\n種族が一定数\n以上で\n「ちから」が\n増加する
419,147,1,山海の至宝,バトルメンバーの種族が　３種類以上のとき\n「ちから」を{0}％増加する,バトルメンバーの\n種族が一定数\n以上で\n「ちから」が\n増加する
420,148,1,木の魂,バトルメンバーのポカポカ族は\n全員「ちから」と　「まもり」が\n{0}％増加する,バトルメンバーの\nポカポカ族は\n全員「ちから」と「まもり」が\n増加する
421,149,1,撫子の想い,バトルメンバーは全員　妖気ゲージの溜まる\nスピードが{0}%増加する,バトルメンバー\n全員の妖気\nゲージが溜まる\nスピードを\n増加する
422,150,1,守りの衣,自分のHPが満タンのとき　受けるダメージを\n{0}%カットする,自分のHPが\n満タンのとき\n受けるダメージを\n軽減できる
423,151,1,翠角姫の雲域/1,バトルメンバーのイサマシ族は\n全員「ちから」が　{0}％増加する,バトルメンバーの\nイサマシ族は\n全員「ちから」が\n増加する
424,152,1,翠角姫の雲域/2,バトルメンバーのイサマシ族は\n全員　妖気ゲージの溜まるスピードが\n{0}%増加する,バトルメンバーの\n「イサマシ」族は\n全員妖気ゲージの\n溜まるスピードが\n増加する
425,153,1,翠竹の舞風/1,一定時間経過で　バトルメンバーは全員\n「ちから」が{0}%増加する,一定時間経過で\n全員の\n「ちから」が\n増加する
426,154,1,翠竹の舞風/2,「翠竹の舞風」発動後　一定時間経過で\n全員【ちから】が{0}%減少する\n（「翠竹の舞風」を　発動させた妖怪が\n気絶している間　効果が発動しない）,「翠竹の舞風」\n発動後　一定時間\n経過で　全員の\n「ちから」が\n減少する
427,155,1,能力覚醒！,合成強化で素材にすると　こうげき\nようじゅつ　ひっさつわざ　の\nどれか１つがレベルアップする\n（最大値は超えない）\n同じ妖怪同士を　合成強化した場合\nこの特技の効果は発動しない,合成強化で\n素材にすると\nわざレベルが\nアップする
428,156,1,戦乙女の誇り,バトルメンバーのゴーケツ族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nゴーケツ族は\n全員「ちから」が\n増加する
429,157,1,癒しの唄,敵に与えたダメージの{0}%分\nバトルメンバー全員のHPを　回復する,敵にダメージを\n与えたとき\nバトルメンバー\n全員のHPを\n回復する
430,158,1,ﾊﾟﾜｰ･ｵﾌﾞ･ｾﾞｳｽ,自分のHPが満タンのとき\n「ちから」が{0}%増加する,自分のHPが\n満タンのとき\n「ちから」が\n増加する
431,159,1,四源の舞,バトルメンバーに　ポカポカ\nプリチー　フシギ　がそろっていれば\n「ちから」が{0}％増加する,バトルメンバーに\n指定の種族が\nそろっていれば\n「ちから」が\n増加する
432,160,1,継界龍応･ﾄﾙｳﾞｨｵ/1,バトルメンバーのニョロロン族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nニョロロン族は\n全員\n「ちから」が\n増加する
433,161,1,継界龍応･ﾄﾙｳﾞｨｵ/2,バトルメンバーのニョロロン族は\n全員　妖気ゲージの溜まるスピードが\n{0}%増加する,バトルメンバーの\nニョロロン族は\n全員　妖気\nゲージの溜まる\nスピードが増加
434,162,1,闇眷属の誓約,バトルメンバーのゴーケツ族は\n全員「ちから」と「まもり」が\n{0}％増加する,バトルメンバーの\nゴーケツ族は\n全員「ちから」と「まもり」が\n増加する
435,163,1,クイックブースト,バトルメンバー全員の「ちから」が\n{0}%増加する,バトルメンバー\n全員の\n「ちから」が\n増加する
436,164,1,継界召龍法/1,自分を含めて　３体以上がレジェンドのとき\n「ちから」が{0}％増加する,自分を含めて\n３体以上が\nレジェンドのとき\n「ちから」が\n増加する
437,165,1,継界召龍法/2,自分を含めて　３体以上がレジェンドのとき\n「まもり」が{0}％増加する,自分を含めて\n３体以上が\nレジェンドのとき\n「まもり」が\n増加する
438,166,1,始原の霊力,自分のHPが　最大時に比べて80％以上のとき\n「ちから」が{0}%増加する\nこのときバトルメンバーに　ウスラカゲが\nいると　さらに「ちから」が増加する,自分のHPが\n一定以上のとき\n「ちから」増加\nウスラカゲがいれ\nば　更に増加
439,168,1,蒼泉龍の牙/1,バトルメンバーのフシギ族は\n全員「ちから」と「まもり」が\n{0}％増加する,バトルメンバーの\nフシギ族は\n全員「ちから」と「まもり」が\n増加する
440,169,1,蒼泉龍の牙/2,バトルメンバーのフシギ族は\n全員　妖魂注入をしたときの効果が\n{0}%増加する,バトルメンバーの\nフシギ族は\n全員　妖魂注入を\nしたときの効果が\n増加する
441,139,2,魔龍族の誇り,バトルメンバーのゴーケツ族は\n全員「ちから」が{0}％増加する,バトルメンバーの\nゴーケツ族は全員\n「ちから」が\n増加する
442,171,1,経験値超アップ,合成強化で素材にすると　多くの経験値が\n得られる,合成強化で\n素材にすると\n多くの経験値が\n得られる
443,1,4,居座り,ヒョーイしてから{0}分の間は\nパスさせない,ヒョーイしてから\n一定時間は\nパスされなくなる
444,1,5,居座り,ヒョーイしてから{0}分の間は\nパスさせない,ヒョーイしてから\n一定時間は\nパスされなくなる
445,2,4,移り気(ヨーカ),パスされると　おでかけ結果の\nヨーカが{0}%増加する(5回まで),パスされると\nおでかけ結果で\n得られるヨーカが\n増加(5回まで)
446,2,5,移り気(ヨーカ),パスされると　おでかけ結果の\nヨーカが{0}%増加する(5回まで),パスされると\nおでかけ結果で\n得られるヨーカが\n増加(5回まで)
447,3,4,移り気(友達),パスされると　妖怪を連れて帰ってくる\n確率が増加する(5回まで),パスされると\n妖怪を連れて\n帰ってくる確率が\n増加(5回まで)
448,3,5,移り気(友達),パスされると　妖怪を連れて帰ってくる\n確率が増加する(5回まで),パスされると\n妖怪を連れて\n帰ってくる確率が\n増加(5回まで)
449,4,4,移り気(お土産),パスされると　おみやげ入手確率が\n{0}%増加する(5回まで),パスされると\nおみやげを持って\n帰ってくる確率が\n増加(5回まで)
450,4,5,移り気(お土産),パスされると　おみやげ入手確率が\n{0}%増加する(5回まで),パスされると\nおみやげを持って\n帰ってくる確率が\n増加(5回まで)
451,5,4,親しみ,Ｓ、Ａ、Ｂランクの妖怪を\n連れて帰ってくる確率が\n{0}%増加する,Ｓ、Ａ、Ｂランク\nの妖怪を連れて\n帰ってくる確率が\n増加する
452,5,5,親しみ,Ｓ、Ａ、Ｂランクの妖怪を\n連れて帰ってくる確率が\n{0}%増加する,Ｓ、Ａ、Ｂランク\nの妖怪を連れて\n帰ってくる確率が\n増加する
453,6,4,仲良し,妖怪を連れて帰ってくる確率が\n{0}%増加する,妖怪を連れて\n帰ってくる確率が\n増加する
454,6,5,仲良し,妖怪を連れて帰ってくる確率が\n{0}%増加する,妖怪を連れて\n帰ってくる確率が\n増加する
455,7,4,お買いもの,おみやげを　持って帰ってくる確率が\n{0}％増加する,おみやげを持って\n帰ってくる確率が\n増加する
456,7,5,お買いもの,おみやげを　持って帰ってくる確率が\n{0}％増加する,おみやげを持って\n帰ってくる確率が\n増加する
457,8,4,出稼ぎ,妖怪の移動で得られるヨーカが\n{0}%増加する,おでかけ結果で\n得られるヨーカが\n増加する
458,8,5,出稼ぎ,妖怪の移動で得られるヨーカが\n{0}%増加する,おでかけ結果で\n得られるヨーカが\n増加する
459,9,4,のんびり,ヒョーイ時間が{0}％長くなる,ヒョーイ時間が\n増加する
460,9,5,のんびり,ヒョーイ時間が{0}％長くなる,ヒョーイ時間が\n増加する
461,10,4,延長,ヒョーイ時間が{0}分長くなる,ヒョーイ時間が\n増加する
462,10,5,延長,ヒョーイ時間が{0}分長くなる,ヒョーイ時間が\n増加する
463,20,4,全力,バトルのとき　全ステータスを\n{0}％増加する,バトルのとき\n全ステータスを\n増加する
464,20,5,全力,バトルのとき　全ステータスを\n{0}％増加する,バトルのとき\n全ステータスを\n増加する
465,21,4,奮闘,バトルのとき全　ステータスを\n{0}増加する,バトルのとき\n全ステータスを\n増加する
466,21,5,奮闘,バトルのとき全　ステータスを\n{0}増加する,バトルのとき\n全ステータスを\n増加する
467,22,4,全力(力),バトルのとき「ちから」を\n{0}%増加する,バトルのとき\n「ちから」を\n増加する
468,22,5,全力(力),バトルのとき「ちから」を\n{0}%増加する,バトルのとき\n「ちから」を\n増加する
469,23,4,奮闘(力),バトルのとき「ちから」を\n{0}増加する,バトルのとき\n「ちから」を\n増加する
470,23,5,奮闘(力),バトルのとき「ちから」を\n{0}増加する,バトルのとき\n「ちから」を\n増加する
471,24,4,全力(妖),バトルのとき「ようりょく」を\n{0}%増加する,バトルのとき\n「ようりょく」を\n増加する
472,24,5,全力(妖),バトルのとき「ようりょく」を\n{0}%増加する,バトルのとき\n「ようりょく」を\n増加する
473,25,4,奮闘(妖),バトルのとき「ようりょく」を\n{0}増加する,バトルのとき\n「ようりょく」を\n増加する
474,25,5,奮闘(妖),バトルのとき「ようりょく」を\n{0}増加する,バトルのとき\n「ようりょく」を\n増加する
475,26,4,全力(守),バトルのとき「まもり」を\n{0}%増加する,バトルのとき\n「まもり」を\n増加する
476,26,5,全力(守),バトルのとき「まもり」を\n{0}%増加する,バトルのとき\n「まもり」を\n増加する
477,27,4,奮闘(守),バトルのとき「まもり」を\n{0}増加する,バトルのとき\n「まもり」を\n増加する
478,27,5,奮闘(守),バトルのとき「まもり」を\n{0}増加する,バトルのとき\n「まもり」を\n増加する
479,28,4,全力(早),バトルのとき「すばやさ」を\n{0}%増加する,バトルのとき\n「すばやさ」を\n増加する
480,28,5,全力(早),バトルのとき「すばやさ」を\n{0}%増加する,バトルのとき\n「すばやさ」を\n増加する
481,29,4,奮闘(早),バトルのとき「すばやさ」を\n{0}増加する,バトルのとき\n「すばやさ」を\n増加する
482,29,5,奮闘(早),バトルのとき「すばやさ」を\n{0}増加する,バトルのとき\n「すばやさ」を\n増加する
483,51,4,がんばり屋,バトルで勝利したときに得られる\n経験値を{0}%増加する,バトルで\n勝利したとき\n経験値を増加する
484,51,5,がんばり屋,バトルで勝利したときに得られる\n経験値を{0}%増加する,バトルで\n勝利したとき\n経験値を増加する
485,52,4,ぶんどる,バトルで勝利したときに得られる\nヨーカを{0}%増加する,バトルで\n勝利したとき\nヨーカを増加する
486,52,5,ぶんどる,バトルで勝利したときに得られる\nヨーカを{0}%増加する,バトルで\n勝利したとき\nヨーカを増加する
487,77,4,邪視,敵（中央）の全ステータスを\n{0}減少させる,敵（中央）の\n全ステータスを\n減少させる
488,77,5,邪視,敵（中央）の全ステータスを\n{0}減少させる,敵（中央）の\n全ステータスを\n減少させる
489,79,4,邪視(力),敵（中央）の「ちから」を\n{0}減少させる,敵（中央）の\n「ちから」を減少\nさせる
490,79,5,邪視(力),敵（中央）の「ちから」を\n{0}減少させる,敵（中央）の\n「ちから」を減少\nさせる
491,81,4,邪視(妖),敵（中央）の「ようりょく」を\n{0}減少させる,敵（中央）の\n「ようりょく」を\n減少させる
492,81,5,邪視(妖),敵（中央）の「ようりょく」を\n{0}減少させる,敵（中央）の\n「ようりょく」を\n減少させる
493,83,4,邪視(守),敵（中央）の「まもり」を\n{0}減少させる,敵（中央）の\n「まもり」を減少\nさせる
494,83,5,邪視(守),敵（中央）の「まもり」を\n{0}減少させる,敵（中央）の\n「まもり」を減少\nさせる
495,85,4,邪視(早),敵（中央）の「すばやさ」を\n{0}減少させる,敵（中央）の\n「すばやさ」を減\n少させる
496,85,5,邪視(早),敵（中央）の「すばやさ」を\n{0}減少させる,敵（中央）の\n「すばやさ」を減\n少させる
497,86,4,全力 イサマシ,バトルのとき　全ステータス{0}％増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
498,86,5,全力 イサマシ,バトルのとき　全ステータス{0}％増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
499,88,4,全力 フシギ,バトルのとき　全ステータス{0}％増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
500,88,5,全力 フシギ,バトルのとき　全ステータス{0}％増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
501,90,4,全力 ゴーケツ,バトルのとき　全ステータス{0}％増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
502,90,5,全力 ゴーケツ,バトルのとき　全ステータス{0}％増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
503,92,4,全力 プリチー,バトルのとき　全ステータス{0}％増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
504,92,5,全力 プリチー,バトルのとき　全ステータス{0}％増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
505,94,4,全力 ポカポカ,バトルのとき　全ステータス{0}％増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
506,94,5,全力 ポカポカ,バトルのとき　全ステータス{0}％増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
507,96,4,全力 ウスラカゲ,バトルのとき　全ステータス{0}％増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
508,96,5,全力 ウスラカゲ,バトルのとき　全ステータス{0}％増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
509,98,4,全力 ブキミー,バトルのとき　全ステータス{0}％増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
510,98,5,全力 ブキミー,バトルのとき　全ステータス{0}％増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
511,100,4,全力 ニョロロン,バトルのとき　全ステータス{0}％増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
512,100,5,全力 ニョロロン,バトルのとき　全ステータス{0}％増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
513,102,4,全力 かいま,バトルのとき　全ステータス{0}％増加\n中央の敵がかいまのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がかいま\nで更に増加する
514,102,5,全力 かいま,バトルのとき　全ステータス{0}％増加\n中央の敵がかいまのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がかいま\nで更に増加する
515,104,4,全力 ハグレ,バトルのとき　全ステータス{0}％増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
516,104,5,全力 ハグレ,バトルのとき　全ステータス{0}％増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
517,106,4,全力 エンマ,バトルのとき　全ステータス{0}％増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
518,106,5,全力 エンマ,バトルのとき　全ステータス{0}％増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
519,172,1,やる気(朝),バトルを　６：００から１１：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
520,172,2,やる気(朝),バトルを　６：００から１１：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
521,172,3,やる気(朝),バトルを　６：００から１１：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
522,173,1,やる気(昼),バトルを　１２：００から１７：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
523,173,2,やる気(昼),バトルを　１２：００から１７：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
524,173,3,やる気(昼),バトルを　１２：００から１７：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
525,174,1,やる気(夜),バトルを　１８：００から２３：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
526,174,2,やる気(夜),バトルを　１８：００から２３：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
527,174,3,やる気(夜),バトルを　１８：００から２３：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
528,175,1,やる気(夜中),バトルを　０：００から５：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
529,175,2,やる気(夜中),バトルを　０：００から５：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
530,175,3,やる気(夜中),バトルを　０：００から５：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
531,176,1,やる気(陽),バトルを　６：００から１７：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
532,176,2,やる気(陽),バトルを　６：００から１７：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
533,176,3,やる気(陽),バトルを　６：００から１７：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
534,177,1,やる気(陰),バトルを　１８：００から５：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
535,177,2,やる気(陰),バトルを　１８：００から５：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
536,177,3,やる気(陰),バトルを　１８：００から５：５９の間に\n開始すると　全ステータスを{0}％増加,バトル開始のとき\n特定の時間帯だと\nステータスを\n増加する
537,178,1,うんがい鏡の力,うんがい鏡の力を使って　ヒョーイするとき\nうんがいパワーを　１回復する,うんがい鏡の力を\n使ってヒョーイ\nするとき\nうんがいパワーを\n回復する
538,179,1,挑発,バトル開始のとき\n敵からの狙われやすさが　少し増加する,バトルのとき\n敵から狙われ\nやすくなる
539,180,2,挑発,バトル開始のとき\n敵からの狙われやすさが　増加する,バトルのとき\n敵から狙われ\nやすくなる
540,181,3,挑発,バトル開始のとき\n敵からの狙われやすさが　大きく増加する,バトルのとき\n敵から狙われ\nやすくなる
541,182,1,雲隠れ,バトル開始のとき\n敵からの狙われやすさが　少し減少する,バトルのとき\n敵から狙われ\nにくくなる
542,183,2,雲隠れ,バトル開始のとき\n敵からの狙われやすさが　減少する,バトルのとき\n敵から狙われ\nにくくなる
543,184,3,雲隠れ,バトル開始のとき\n敵からの狙われやすさが　大きく減少する,バトルのとき\n敵から狙われ\nにくくなる
544,185,1,みなぎる(力),自分のHPが80％以上のとき\n「ちから」が{0}%増加する,自分のHPが\n一定以上のとき\n「ちから」を\n増加する
545,185,2,みなぎる(力),自分のHPが80％以上のとき\n「ちから」が{0}%増加する,自分のHPが\n一定以上のとき\n「ちから」を\n増加する
546,186,1,みなぎる(妖),自分のHPが80％以上のとき\n「ようりょく」が{0}%増加する,自分のHPが\n一定以上のとき\n「ようりょく」を\n増加する
547,186,2,みなぎる(妖),自分のHPが80％以上のとき\n「ようりょく」が{0}%増加する,自分のHPが\n一定以上のとき\n「ようりょく」を\n増加する
548,187,1,みなぎる(守),自分のHPが80％以上のとき\n「まもり」が{0}%増加する,自分のHPが\n一定以上のとき\n「まもり」を\n増加する
549,187,2,みなぎる(守),自分のHPが80％以上のとき\n「まもり」が{0}%増加する,自分のHPが\n一定以上のとき\n「まもり」を\n増加する
550,188,1,みなぎる(早),自分のHPが80％以上のとき\n「すばやさ」が{0}%増加する,自分のHPが\n一定以上のとき\n「すばやさ」を\n増加する
551,188,2,みなぎる(早),自分のHPが80％以上のとき\n「すばやさ」が{0}%増加する,自分のHPが\n一定以上のとき\n「すばやさ」を\n増加する
552,189,1,火事場の力(力守),自分のHPが50％未満のとき\n「ちから」と「まもり」を\n{0}%増加する,自分のHPが\n一定未満のとき\n「ちから」と\n「まもり」を\n増加する
553,189,2,火事場の力(力守),自分のHPが50％未満のとき\n「ちから」と「まもり」を\n{0}%増加する,自分のHPが\n一定未満のとき\n「ちから」と\n「まもり」を\n増加する
554,190,1,火事場の力(妖守),自分のHPが50％未満のとき\n「ようりょく」と「まもり」を\n{0}%増加する,自分のHPが\n一定未満のとき\n「ようりょく」と\n「まもり」を\n増加する
555,190,2,火事場の力(妖守),自分のHPが50％未満のとき\n「ようりょく」と「まもり」を\n{0}%増加する,自分のHPが\n一定未満のとき\n「ようりょく」と\n「まもり」を\n増加する
556,191,1,火事場の力(守),自分のHPが50％未満のとき\n「まもり」を{0}%増加する,自分のHPが\n一定未満のとき\n「まもり」を\n増加する
557,191,2,火事場の力(守),自分のHPが50％未満のとき\n「まもり」を{0}%増加する,自分のHPが\n一定未満のとき\n「まもり」を\n増加する
558,192,1,火事場の力(盾),自分のHPが50％未満のとき\n受けるダメージを{0}%カットする,自分のHPが\n一定未満のとき\n受けるダメージを\n軽減できる
559,192,2,火事場の力(盾),自分のHPが50％未満のとき\n受けるダメージを{0}%カットする,自分のHPが\n一定未満のとき\n受けるダメージを\n軽減できる
560,193,1,満々,自分のHPが満タンのとき\n全ステータスが{0}%増加する,自分のHPが\n満タンのとき\n全ステータスが\n増加する
561,194,1,満々(力),自分のHPが満タンのとき\n「ちから」が{0}%増加する,自分のHPが\n満タンのとき\n「ちから」が\n増加する
562,195,1,満々(妖),自分のHPが満タンのとき\n「ようりょく」が{0}%増加する,自分のHPが\n満タンのとき\n「ようりょく」が\n増加する
